Reaction ID,Name,Reaction equation,Gene
rxn02834_c0,Phosphoribosyl_ATP_pyrophosphohydrolase_c0,H2O_c0 + Phosphoribosyl_ATP_c0 --> PPi_c0 + 2.0 H_c0 + Phosphoribosyl_AMP_c0,From ModelSEED
rxn01213_c0,GPPSYN_RXN_c0,Isopentenyldiphosphate_c0 + DMAPP_c0 --> PPi_c0 + H_c0 + Geranyldiphosphate_c0,From ModelSEED
rxn09953_c0,acetyl_CoA_acetoin_O_acetyltransferase_c0,NAD_c0 + CoA_c0 + ACTN_c0 <=> NADH_c0 + Acetyl_CoA_c0 + H_c0 + Acetaldehyde_c0,From ModelSEED
rxn03860_c0,3S_3_Hydroxyacyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + Hydroxymethylphenylsuccinyl_CoA_c0 <=> NADH_c0 + H_c0 + Benzoylsuccinyl_CoA_c0,From ModelSEED
rxn00459_c0,2_phospho_D_glycerate_hydro_lyase_phosphoenolpyruvate_forming_c0,2_Phospho_D_glycerate_c0 <=> H2O_c0 + Phosphoenolpyruvate_c0,From ModelSEED
rxn02085_c0,4_5_Dihydro_4_oxo_5_imidazolepropanoate_hydro_lyase_c0,H_c0 + 4_Imidazolone_5_propanoate_c0 <=> H2O_c0 + Urocanate_c0,From ModelSEED
rxn04032_c0,cyclic_imide_amidohydrolase_decyclicizing_c0,H2O_c0 + Maleimide_c0 <=> H_c0 + Maleamate_c0,From ModelSEED
rxn12851_c0,Gly_Try_ABC_transporters_c0,H2O_c0 + ATP_c0 + Gly_Tyr_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Gly_Tyr_c0,From ModelSEED
rxn00770_c0,ATP_D_ribose_5_phosphate_diphosphotransferase_c0,ATP_c0 + ribose_5_phosphate_c0 <=> AMP_c0 + H_c0 + PRPP_c0,From ModelSEED
rxn05195_c0,ATP_phosphohydrolase_ferric_ion_transporting_c0,H2O_c0 + ATP_c0 + fe3_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + fe3_c0,Unknown
rxn05209_c0,TRANS_RXNBWI_115525cemaizeexpNA_c0,H_c0 + Na_e0 <=> H_e0 + Na_c0,From ModelSEED
rxn06377_c0,glycine_lipoylprotein_oxidoreductase_decarboxylating_and_acceptor_aminomethylating_c0,Glycine_c0 + H_c0 + Lipoylprotein_c0 --> CO2_c0 + S_Aminomethyldihydrolipoylprotein_c0,From ModelSEED
rxn02359_c0,trans_4_Hydroxy_L_proline_acceptor_oxidoreductase_c0,FAD_c0 + trans_4_Hydroxy_L_proline_c0 <=> FADH2_c0 + 3_Hydroxy_L_1_pyrroline_5_carboxylate_c0,From ModelSEED
rxn10234_c0,isotetradecanoyl_phosphatidylserine_decarboxylase_c0,2.0 H_c0 + Diisotetradecanoylphosphatidylserine_c0 <=> CO2_c0 + Diisotetradecanoylphosphatidylethanolamine_c0,From ModelSEED
rxn05059_c0,dCTP_aminohydrolase_dUMP_forming_c0,2.0 H2O_c0 + dCTP_c0 <=> PPi_c0 + NH3_c0 + H_c0 + dUMP_c0,From ModelSEED
rxn00175_c0,Acetate_CoA_ligase_AMP_forming_c0,ATP_c0 + CoA_c0 + Acetate_c0 <=> PPi_c0 + AMP_c0 + Acetyl_CoA_c0 + H_c0,From ModelSEED
rxn00427_c0,methanol_hydrogen_peroxide_oxidoreductase_c0,H2O2_c0 + Methanol_c0 <=> 2.0 H2O_c0 + Formaldehyde_c0,From ModelSEED
rxn01366_c0,Uridine_phosphate_alpha_D_ribosyltransferase_c0,Phosphate_c0 + Uridine_c0 <=> Uracil_c0 + Ribose_1_phosphate_c0,From ModelSEED
rxn10121_c0,Nitrate_reductase_Menaquinol_8_periplasm_c0,2.0 H_c0 + Nitrate_c0 + Menaquinol_8_c0 <=> H2O_c0 + 2.0 H_e0 + Nitrite_c0 + Menaquinone_8_c0,From ModelSEED
rxn01208_c0,R01652_c0,H_c0 + 2_isopropyl_3_oxosuccinate_c0 --> CO2_c0 + 4MOP_c0,From ModelSEED
rxn01143_c0,ATP_thymidine_5_phosphotransferase_c0,ATP_c0 + Thymidine_c0 <=> ADP_c0 + H_c0 + dTMP_c0,From ModelSEED
rxn03513_c0,S_adenosyl_L_methionine_precorrin_3B_C17_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + Precorrin_3B_c0 <=> S_Adenosyl_homocysteine_c0 + 2.0 H_c0 + Precorrin_4_c0,From ModelSEED
rxn05618_c0,manganese_transport_in_via_proton_symport_c0,Mn2_e0 + H_e0 --> Mn2_c0 + H_c0,From ModelSEED
rxn10474_c0,cobalt_Co2_transport_via_diffusion_extracellular_to_periplasm_c0,Co2_c0 <=> Co2_e0,From ModelSEED
rxn00260_c0,L_Aspartate_2_oxoglutarate_aminotransferase_c0,2_Oxoglutarate_c0 + L_Aspartate_c0 <=> L_Glutamate_c0 + Oxaloacetate_c0,From ModelSEED
rxn10120_c0,Nitrate_reductase_Ubiquinol_8_periplasm_c0,2.0 H_c0 + Nitrate_c0 + Ubiquinol_8_c0 --> H2O_c0 + 2.0 H_e0 + Nitrite_c0 + Ubiquinone_8_c0,From ModelSEED
rxn03380_c0,L_Serine_hydro_lyase_adding_homocysteine_c0,L_Serine_c0 + Selenohomocysteine_c0 <=> H2O_c0 + Selenocystathionine_c0,From ModelSEED
rxn10473_c0,chloride_Cl_1_transport_via_diffusion_extracellular_to_periplasm_c0,Cl__c0 <=> Cl__e0,From ModelSEED
rxn06037_c0,3S_3_Hydroxyacyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + S_3_Hydroxyacyl_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxoacyl_CoA_c0,From ModelSEED
rxn00817_c0,melibiose_galactohydrolase_c0,H2O_c0 + Melibiose_c0 <=> D_Glucose_c0 + Galactose_c0,From ModelSEED
rxn00181_c0,ATP_L_glutamate_1_phosphotransferase_c0,ATP_c0 + L_Glutamate_c0 + H_c0 <=> ADP_c0 + L_Glutamyl_1_phosphate_c0,From ModelSEED
rxn00669_c0,Propanoate_CoA_ligase_ADP_forming_c0,ATP_c0 + CoA_c0 + Propionate_c0 <=> ADP_c0 + Phosphate_c0 + Propionyl_CoA_c0,From ModelSEED
rxn03856_c0,Galactitol_1_phosphate_NAD_oxidoreductase_c0,NAD_c0 + Galactitol_1_phosphate_c0 <=> NADH_c0 + H_c0 + D_Tagatose_6_phosphate_c0,From ModelSEED
rxn05247_c0,FACOAL140ISO_c0,ATP_c0 + CoA_c0 + fa1_c0 --> PPi_c0 + AMP_c0 + fa1coa_c0,From ModelSEED
rxn00858_c0,Agmatine_amidinohydrolase_c0,H2O_c0 + Agmatine_c0 --> Urea_c0 + Putrescine_c0,From ModelSEED
rxn08354_c0,Dimethyl_sulfoxide_reductase_Menaquinol_8_c0,DMSO_c0 + Menaquinol_8_c0 <=> H2O_c0 + Methyl_sulfide_c0 + Menaquinone_8_c0,From ModelSEED
rxn03136_c0,1_5_Phosphoribosyl_5_amino_4_N_succinocarboxamide_imidazole_AMP_lyase_c0,SAICAR_c0 <=> H_c0 + Fumarate_c0 + AICAR_c0,From ModelSEED
rxn00222_c0,cellobiose_glucohydrolase_c0,H2O_c0 + CELB_c0 --> 2.0 D_Glucose_c0,From ModelSEED
rxn10229_c0,isopentadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0,L_Serine_c0 + CDP_1_2_diisopentadecanoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + Diisopentadecanoylphosphatidylserine_c0,From ModelSEED
rxn05287_c0,geranylgeranyl_diphosphate_isopentenyl_diphosphate_transtransferase_c0,Isopentenyldiphosphate_c0 + Geranylgeranyl_diphosphate_c0 --> PPi_c0 + H_c0 + pendp_c0,From ModelSEED
rxn01387_c0,Isocitrate_NADP_oxidoreductase_c0,NADP_c0 + Isocitrate_c0 <=> NADPH_c0 + H_c0 + Oxalosuccinate_c0,From ModelSEED
rxn00818_c0,Raffinose_galactohydrolase_c0,H2O_c0 + Melitose_c0 --> Sucrose_c0 + Galactose_c0,From ModelSEED
rxn02937_c0,2_Formamido_N1_5_phosphoribosylacetamidine_cyclo_ligase_ADP_forming_c0,ATP_c0 + 5_Phosphoribosylformylglycinamidine_c0 <=> ADP_c0 + Phosphate_c0 + H_c0 + AIR_c0,From ModelSEED
rxn03467_c0,R05117_c0,H2O_c0 + GT1b_c0 <=> Neu5Ac_c0 + GD1b_c0,From ModelSEED
rxn01652_c0,S_Aminomethyldihydrolipoylprotein_6S_tetrahydrofolate_aminomethyltransferase_ammonia_forming_c0,H2O_c0 + 5_10_Methenyltetrahydrofolate_c0 <=> H_c0 + 5_Formyltetrahydrofolate_c0,From ModelSEED
rxn03541_c0,adenosylcobinamide_amidohydrolase_c0,1_Aminopropan_2_ol_c0 + Adenosylcobyric_acid_c0 <=> H2O_c0 + Adenosyl_cobinamide_c0,From ModelSEED
rxn03137_c0,10_Formyltetrahydrofolate_5_phosphoribosyl_5_amino_4_imidazolecarboxamide_formyltransferase_c0,10_Formyltetrahydrofolate_c0 + AICAR_c0 <=> Tetrahydrofolate_c0 + FAICAR_c0,From ModelSEED
rxn10343_c0,Mercury_Hg2_ABC_transporter_periplasm_c0,H2O_c0 + ATP_c0 + Hg2_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + Hg2_e0,From ModelSEED
rxn05544_c0,oligopeptide_transporting_ATPase_c0,H2O_c0 + ATP_c0 + Ala_Leu_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Ala_Leu_c0,From ModelSEED
rxn01437_c0,N_Formyl_L_kynurenine_amidohydrolase_c0,H2O_c0 + N_Formylkynurenine_c0 <=> Formate_c0 + H_c0 + L_Kynurenine_c0,From ModelSEED
rxn01115_c0,6_phospho_D_gluconate_NADP_2_oxidoreductase_decarboxylating_c0,NADP_c0 + 6_Phospho_D_gluconate_c0 --> NADPH_c0 + CO2_c0 + D_Ribulose5_phosphate_c0,From ModelSEED
rxn01128_c0,dATP_cytidine_5_phosphotransferase_c0,dATP_c0 + Cytidine_c0 <=> CMP_c0 + H_c0 + dADP_c0,From ModelSEED
rxn08312_c0,CDP_diacylglycerol_synthetase_n_C18_1_c0,CTP_c0 + 1_2_dioctadec_11_enoyl_sn_glycerol_3_phosphate_c0 <=> PPi_c0 + H_c0 + CDP_1_2_dioctadec_11_enoylglycerol_c0,From ModelSEED
rxn00952_c0,O_acetyl_L_homoserine_hydrogen_sulfide_S_3_amino_3_carboxypropyltransferase_c0,H2S_c0 + O_Acetyl_L_homoserine_c0 --> Acetate_c0 + Homocysteine_c0,From ModelSEED
rxn01396_c0,ATP_pyridoxine_5_phosphotransferase_c0,ATP_c0 + Pyridoxol_c0 <=> ADP_c0 + H_c0 + Pyridoxine_phosphate_c0,From ModelSEED
rxn00161_c0,S_Malate_NADP_oxidoreductaseoxaloacetate_decarboxylating_c0,NADP_c0 + L_Malate_c0 --> NADPH_c0 + CO2_c0 + Pyruvate_c0,From ModelSEED
rxn01961_c0,Xanthosine_5_phosphate_phosphohydrolase_c0,H2O_c0 + XMP_c0 --> Phosphate_c0 + Xanthosine_c0,From ModelSEED
rxn00371_c0,Formate_NAD_oxidoreductase_c0,NAD_c0 + Formate_c0 --> NADH_c0 + CO2_c0,From ModelSEED
rxn06750_c0,R04632_c0,CMP_N_acetylneuraminate_c0 + GM2_c0 <=> CMP_c0 + H_c0 + GD2_c0,From ModelSEED
rxn10226_c0,isoheptadecanoyl_CDPdiacylglycerol_serine_O_phosphatidyltransferase_c0,L_Serine_c0 + CDP_1_2_diisoheptadecanoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + Diisoheptadecanoylphosphatidylserine_c0,From ModelSEED
rxn09978_c0,beta_glucosidase_methyl_alpha_D_glucoside_c0,H2O_c0 + alpha_Methyl_D_glucoside_c0 <=> D_Glucose_c0 + Methanol_c0,From ModelSEED
rxn09211_c0,Phosphatidylserine_syntase_n_C18_1_c0,L_Serine_c0 + CDP_1_2_dioctadec_11_enoylglycerol_c0 --> CMP_c0 + 2.0 H_c0 + phosphatidylserine_dioctadec_11_enoyl_c0,From ModelSEED
rxn01807_c0,ATP_pyridoxal_5_phosphotransferase_c0,ATP_c0 + PM_c0 <=> ADP_c0 + H_c0 + Pyridoxamine_phosphate_c0,From ModelSEED
rxn05006_c0,S_adenosyl_L_methionine_precorrin_1_C_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + Precorrin_1_c0 <=> S_Adenosyl_homocysteine_c0 + Precorrin_2_c0,From ModelSEED
rxn12206_c0,malonate_carboxy_lyase_biotin_independentbiotin_dependent_c0,H_c0 + Malonate_c0 --> CO2_c0 + Acetate_c0,From ModelSEED
rxn01800_c0,Deoxycytidine_aminohydrolase_c0,H2O_c0 + H_c0 + Deoxycytidine_c0 --> NH3_c0 + Deoxyuridine_c0,From ModelSEED
rxn02107_c0,salicylaldehyde_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + Salicylaldehyde_c0 <=> NADH_c0 + 2.0 H_c0 + SALC_c0,From ModelSEED
rxn08309_c0,CDP_diacylglycerol_synthetase_n_C16_0_c0,CTP_c0 + 1_2_dihexadecanoyl_sn_glycerol_3_phosphate_c0 <=> PPi_c0 + H_c0 + CDP_1_2_dihexadecanoylglycerol_c0,From ModelSEED
rxn05171_c0,nitrate_transporting_ATPase_c0,H2O_c0 + ATP_c0 + Nitrate_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Nitrate_c0,From ModelSEED
rxn02476_c0,Phosphoenolpyruvate_3_phosphoshikimate_5_O_1_carboxyvinyl_transferase_c0,Phosphoenolpyruvate_c0 + 3_phosphoshikimate_c0 <=> Phosphate_c0 + 5_O__1_Carboxyvinyl_3_phosphoshikimate_c0,From ModelSEED
rxn01512_c0,ATP_dTDP_phosphotransferase_c0,ATP_c0 + dTDP_c0 <=> ADP_c0 + TTP_c0,From ModelSEED
rxn08655_c0,Glycolate_oxidase_c0,Glycolate_c0 + Ubiquinone_8_c0 <=> Glyoxalate_c0 + Ubiquinol_8_c0,From ModelSEED
rxn03841_c0,4_amino_4_deoxychorismate_pyruvate_lyase_c0,ADC_c0 --> Pyruvate_c0 + H_c0 + ABEE_c0,From ModelSEED
rxn00866_c0,L_histidine_carboxy_lyase_histamine_forming_c0,H_c0 + L_Histidine_c0 <=> CO2_c0 + Histamine_c0,From ModelSEED
rxn03249_c0,S_hydroxyhexanoyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + S_Hydroxyhexanoyl_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxohexanoyl_CoA_c0,From ModelSEED
rxn00676_c0,acetyl_CoA_propanoyl_CoA_2_C_acetyltransferase_c0,Acetyl_CoA_c0 + Propionyl_CoA_c0 <=> CoA_c0 + 2_Methylacetoacetyl_CoA_c0,From ModelSEED
rxn00713_c0,GTP_uridine_5_phosphotransferase_c0,GTP_c0 + Uridine_c0 <=> GDP_c0 + H_c0 + UMP_c0,From ModelSEED
rxn05909_c0,L_serine_hydro_lyase_adding_hydrogen_sulfide__L_cysteine_forming_c0,L_Serine_c0 + H_c0 + H2S_c0 <=> H2O_c0 + L_Cysteine_c0,From ModelSEED
rxn06979_c0,cobyrinate_L_glutamine_amido_ligase_ADP_forming_c0,2.0 H2O_c0 + 2.0 ATP_c0 + 2.0 L_Glutamine_c0 + Cobyrinate_c0 <=> 2.0 ADP_c0 + 2.0 Phosphate_c0 + 2.0 L_Glutamate_c0 + 2.0 H_c0 + CobIIyrinate_diamide_c0,From ModelSEED
rxn01257_c0,chorismate_L_glutamine_aminotransferase_c0,L_Glutamine_c0 + Chorismate_c0 <=> L_Glutamate_c0 + ADC_c0,From ModelSEED
rxn09272_c0,fumarate_reductase_complex_ie_FRD__involved_in_anaerobic_respiration__repressed_in_aerobic_respiration_c0,Succinate_c0 + Ubiquinone_8_c0 <=> Fumarate_c0 + Ubiquinol_8_c0,From ModelSEED
rxn00903_c0,L_Valine_2_oxoglutarate_aminotransferase_c0,2_Oxoglutarate_c0 + L_Valine_c0 <=> L_Glutamate_c0 + 3_Methyl_2_oxobutanoate_c0,From ModelSEED
rxn00980_c0,2_Phosphoglycolate_phosphohydrolase_c0,H2O_c0 + 2_Phosphoglycolate_c0 --> Phosphate_c0 + Glycolate_c0,From ModelSEED
rxn00056_c0,FeII_oxygen_oxidoreductase_c0,O2_c0 + 4.0 H_c0 + 4.0 Fe2_c0 --> 2.0 H2O_c0 + 4.0 fe3_c0,From ModelSEED
rxn01216_c0,3_phospho_D_glycerate_1_2_phosphomutase_c0,H_c0 + 1_3_Bisphospho_D_glycerate_c0 <=> DPG_c0,From ModelSEED
rxn02213_c0,3_Dehydroquinate_hydro_lyase_c0,5_Dehydroquinate_c0 --> H2O_c0 + 3_Dehydroshikimate_c0,From ModelSEED
rxn03365_c0,R04916_c0,H2O_c0 + NAD_c0 + 5_2_Formylethyl_4_6_dihydroxypicolinate_c0 <=> NADH_c0 + 2.0 H_c0 + 5_2_Carboxyethyl_4_6_dihydroxypicolinate_c0,From ModelSEED
rxn03892_c0,R05613_c0,Isopentenyldiphosphate_c0 + pendp_c0 --> PPi_c0 + H_c0 + all_trans_Hexaprenyl_diphosphate_c0,From ModelSEED
rxn01127_c0,ATP_dAMP_phosphotransferase_c0,ATP_c0 + H_c0 + dAMP_c0 <=> ADP_c0 + dADP_c0,From ModelSEED
rxn05537_c0,oligopeptide_transporting_ATPase_c0,H2O_c0 + ATP_c0 + gly_asp_L_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + gly_asp_L_c0,From ModelSEED
rxn04908_c0,trichloroethanol_NAD_oxidoreductase_c0,NADH_c0 + H_c0 + Chloral_hydrate_c0 <=> H2O_c0 + NAD_c0 + Trichloroethanol_c0,From ModelSEED
rxn05824_c0,Acyl_CoA_hydrolase_c0,H2O_c0 + Acyl_CoA_c0 <=> CoA_c0 + Carboxylic_acid_c0 + 2.0 H_c0,From ModelSEED
rxn11932_c0,Nitrous_oxide_acceptor_oxidoreductase_NO_forming_c0,Quinol_c0 + 2.0 NO_c0 <=> H2O_c0 + Chinone_c0 + Nitrous_oxide_c0,From ModelSEED
rxn00615_c0,ATP_glycerol_3_phosphotransferase_c0,ATP_c0 + Glycerol_c0 <=> ADP_c0 + H_c0 + Glycerol_3_phosphate_c0,From ModelSEED
rxn02749_c0,R_2_Methylmalate_hydro_lyase_c0,D_Citramalate_c0 <=> H2O_c0 + Citraconate_c0,From ModelSEED
rxn03114_c0,Geranylgeranyl_diphosphate_sn_3_O_geranylgeranylglycerol_1_phosphate_geranylgeranyltransferase_c0,Geranylgeranyl_diphosphate_c0 + sn_3_O_Geranylgeranylglycerol_1_phosphate_c0 <=> PPi_c0 + H_c0 + 2_3_Bis_O_geranylgeranylglycerol_1_phosphate_c0,From ModelSEED
rxn04674_c0,R06859_c0,S_Adenosyl_L_methionine_c0 + Demethylphylloquinone_c0 --> S_Adenosyl_homocysteine_c0 + H_c0 + Vitamin_K1_c0,From ModelSEED
rxn00569_c0,Nitrite_reductase_NADPH_c0,3.0 NADPH_c0 + 5.0 H_c0 + Nitrite_c0 --> 2.0 H2O_c0 + 3.0 NADP_c0 + NH3_c0,From ModelSEED
rxn00332_c0,2_oxoglutarate_glyoxylate_succinaldehydetransferase_decarboxylating_c0,CO2_c0 + 2_Hydroxy_3_oxoadipate_c0 <=> 2_Oxoglutarate_c0 + Glyoxalate_c0 + H_c0,From ModelSEED
rxn05341_c0,3R_3_Hydroxyoctanoyl_acyl_carrier_protein_NADP_oxidoreductase_c0,NADP_c0 + R_3_Hydroxyoctanoyl_acyl_carrier_protein_c0 <=> NADPH_c0 + H_c0 + 3_oxooctanoyl_acp_c0,From ModelSEED
rxn03971_c0,Coniferyl_aldehyde_NADP_oxidoreductase_c0,H2O_c0 + NADP_c0 + Ferulaldehyde_c0 <=> NADPH_c0 + 2.0 H_c0 + Ferulate_c0,From ModelSEED
rxn01626_c0,5_6_Dihydrouracil_amidohydrolase_c0,H2O_c0 + Hydrouracil_c0 --> H_c0 + 3_Ureidopropanoate_c0,From ModelSEED
rxn00495_c0,L_phenylalanine_ammonia_lyase_trans_cinnamate_forming_c0,L_Phenylalanine_c0 <=> NH3_c0 + E_Cinnamate_c0,From ModelSEED
rxn07438_c0,peptide_methionine_thioredoxin_disulfide_S_oxidoreductase_c0,H2O_c0 + trdox_c0 + Peptide_L_methionine_c0 <=> trdrd_c0 + Peptide_L_methionine_R_S_oxide_c0,From ModelSEED
rxn00743_c0,Glycerone_phosphate_phosphohydrolase_c0,H2O_c0 + Glycerone_phosphate_c0 --> Phosphate_c0 + Glycerone_c0,From ModelSEED
rxn06735_c0,CMP_N_acetylneuraminate_alpha_N_acetylneuraminyl_2_3_beta_D_galactoside_alpha_2_8_N_acetylneuraminyltransferase_c0,CMP_N_acetylneuraminate_c0 + GM3_c0 <=> CMP_c0 + H_c0 + GD3_c0,From ModelSEED
rxn03236_c0,4a_hydroxytetrahydrobiopterin_hydro_lyase_c0,4a_Hydroxytetrahydrobiopterin_c0 <=> H2O_c0 + Dihydrobiopterin_c0,From ModelSEED
rxn01265_c0,Nicotinate_D_ribonucleotide_diphosphate_phosphoribosyltransferase_c0,PPi_c0 + Nicotinate_ribonucleotide_c0 <=> PRPP_c0 + Niacin_c0,From ModelSEED
rxn00874_c0,butanoyl_CoA_acetyl_CoA_C_butanoyltransferase_c0,Acetyl_CoA_c0 + Butyryl_CoA_c0 <=> CoA_c0 + 3_Oxohexanoyl_CoA_c0,From ModelSEED
rxn00834_c0,IMP_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + IMP_c0 <=> NADH_c0 + H_c0 + XMP_c0,From ModelSEED
rxn00782_c0,D_glyceraldehyde_3_phosphate_NADP_oxidoreductase_phosphorylating_c0,NADPH_c0 + H_c0 + 1_3_Bisphospho_D_glycerate_c0 --> NADP_c0 + Phosphate_c0 + Glyceraldehyde3_phosphate_c0,From ModelSEED
rxn01459_c0,4_Aminobutyraldehyde_NAD_oxidoreductase_c0,H2O_c0 + NADP_c0 + 4_Aminobutanal_c0 --> NADPH_c0 + 2.0 H_c0 + GABA_c0,From ModelSEED
rxn05252_c0,FACOAL170ISO_c0,ATP_c0 + CoA_c0 + fa11_c0 --> PPi_c0 + AMP_c0 + fa11coa_c0,From ModelSEED
rxn05627_c0,nitrate_transport_in_via_proton_symport_c0,H_e0 + Nitrate_e0 <=> H_c0 + Nitrate_c0,From ModelSEED
rxn12642_c0,RXN0_6978c_c0,H2O_c0 + Ala_His_c0 <=> L_Alanine_c0 + L_Histidine_c0,From ModelSEED
rxn10010_c0,trans_2_hexenoyl_CoA__reductase_NAD_c0,NADH_c0 + H_c0 + 2E_Hexenoyl_CoA_c0 --> NAD_c0 + Hexanoyl_CoA_c0,From ModelSEED
rxn11702_c0,2_succinyl_5_enolpyruvyl_6_hydroxy_3_cyclohexene_1_carboxylate_synthase_c0,2_Oxoglutarate_c0 + H_c0 + Isochorismate_c0 --> CO2_c0 + 2_Succinyl_5_enolpyruvyl_6_hydroxy_3_cyclohexene_1_carboxylate_c0,From ModelSEED
rxn01510_c0,dGTP_cytidine_5_phosphotransferase_c0,dGTP_c0 + Cytidine_c0 <=> CMP_c0 + H_c0 + dGDP_c0,From ModelSEED
rxn01530_c0,retinol_NAD_oxidoreductase_c0,NAD_c0 + Retinol_c0 <=> NADH_c0 + H_c0 + Retinal_c0,From ModelSEED
rxn01499_c0,3_4_Dihydroxy_L_phenylalanine_carboxy_lyase_c0,H_c0 + L_Dopa_c0 <=> CO2_c0 + Dopamine_c0,From ModelSEED
rxn10806_c0,cytochrome_oxidase_bd_menaquinol_8__2_protons_periplasm_c0,0.5 O2_c0 + 2.0 H_c0 + Menaquinol_8_c0 --> H2O_c0 + 2.0 H_e0 + Menaquinone_8_c0,From ModelSEED
rxn01101_c0,3_Phospho_D_glycerate_NAD_2_oxidoreductase_c0,NAD_c0 + 3_Phosphoglycerate_c0 <=> NADH_c0 + H_c0 + 3_Phosphonooxypyruvate_c0,From ModelSEED
rxn03084_c0,5_Phosphoribosylformylglycinamide_L_glutamine_amido_ligase_ADP_forming_c0,H2O_c0 + ATP_c0 + L_Glutamine_c0 + N_Formyl_GAR_c0 --> ADP_c0 + Phosphate_c0 + L_Glutamate_c0 + H_c0 + 5_Phosphoribosylformylglycinamidine_c0,From ModelSEED
rxn10233_c0,anteisoheptadecanoyl_phosphatidylserine_decarboxylase_c0,2.0 H_c0 + Dianteisoheptadecanoylphosphatidylserine_c0 <=> CO2_c0 + Dianteisoheptadecanoylphosphatidylethanolamine_c0,From ModelSEED
rxn06600_c0,S_aminomethyldihydrolipoylprotein_6S_tetrahydrofolate_aminomethyltransferase_ammonia_forming_c0,Tetrahydrofolate_c0 + S_Aminomethyldihydrolipoylprotein_c0 --> NH3_c0 + 5_10_Methylenetetrahydrofolate_c0 + Dihydrolipolprotein_c0,From ModelSEED
rxn00216_c0,ATP_D_glucose_6_phosphotransferase_c0,ATP_c0 + D_Glucose_c0 <=> ADP_c0 + H_c0 + D_glucose_6_phosphate_c0,From ModelSEED
rxn06728_c0,CMP_N_acetylneuraminate_alpha_N_acetylneuraminyl_2_3_beta_D_galactoside_alpha_2_8_N_acetylneuraminyltransferase_c0,CMP_N_acetylneuraminate_c0 + alpha_N_Acetylneuraminyl_2_3_beta_D_galactosyl_R_c0 <=> CMP_c0 + H_c0 + alpha_N_Acetylneuraminyl_2_8_alpha_N_acetylneuraminyl_2_3_beta_D__galactosyl_R_c0,From ModelSEED
rxn02310_c0,S_Adenosyl_L_methionine_11_O_demethyl_17_O_deacetylvindoline_11_O_methyltransferase_c0,S_Adenosyl_L_methionine_c0 + 11_O_Demethyl_17_O_deacetylvindoline_c0 <=> S_Adenosyl_homocysteine_c0 + H_c0 + Deacetylvindoline_c0,From ModelSEED
rxn00558_c0,D_glucose_6_phosphate_aldose_ketose_isomerase_c0,D_glucose_6_phosphate_c0 <=> D_fructose_6_phosphate_c0,From ModelSEED
rxn12635_c0,RXN0_6974c_c0,H2O_c0 + Gly_Met_c0 <=> Glycine_c0 + L_Methionine_c0,From ModelSEED
rxn05297_c0,TRANS_RXNBWI_115637cemaizeexpGLT_c0,L_Glutamate_e0 + H_e0 <=> L_Glutamate_c0 + H_c0,From ModelSEED
rxn04726_c0,1_hydroxymethylnaphthalene_NAD_oxidoreductase_c0,NAD_c0 + 1_Naphthalenemethanol_c0 <=> NADH_c0 + H_c0 + 1_Naphthaldehyde_c0,From ModelSEED
rxn00550_c0,beta_D_fructose_2_6_bisphosphate_2_phosphohydrolase_c0,H2O_c0 + D_Fructose_2_6_bisphosphate_c0 <=> Phosphate_c0 + 2.0 H_c0 + D_fructose_6_phosphate_c0,From ModelSEED
rxn07841_c0,2_Isopentenyl_diphosphate_ATP_delta2_isopentenyltransferase_c0,ATP_c0 + DMAPP_c0 <=> PPi_c0 + H_c0 + Isopentenyl_ATP_c0,From ModelSEED
rxn11679_c0,dGTP_depurinated_DNA_purine_transferase_c0,dGTP_c0 + Depurinated_DNA_c0 <=> Deoxyribose_triphosphate_c0 + DNA_containing_guanine_c0,From ModelSEED
rxn00806_c0,L_Leucine_2_oxoglutarate_aminotransferase_c0,2_Oxoglutarate_c0 + L_Leucine_c0 <=> L_Glutamate_c0 + 4MOP_c0,From ModelSEED
rxn02199_c0,Acetyl_CoA_chloramphenicol_O3_acetyltransferase_c0,Acetyl_CoA_c0 + Chloramphenicol_c0 <=> CoA_c0 + Chloramphenicol_3_acetate_c0,From ModelSEED
rxn05024_c0,4_2_carboxyphenyl_4_oxobutanoyl_CoA_dehydratase_cyclizing_c0,H_c0 + Succinylbenzoyl_CoA_c0 --> H2O_c0 + 1_4_Dihydroxy_2_naphthoyl_CoA_c0,From ModelSEED
