Reaction ID,Name,Reaction equation,Gene
rxn01851_c0,4_aminobutanal_NAD_1_oxidoreductase_c0,H2O_c0 + NAD_c0 + 4_Aminobutanal_c0 --> NADH_c0 + 2.0 H_c0 + GABA_c0,From ModelSEED
rxn11834_c0,2_phenyl_1_3_propanediol_monocarbamate_NAD_oxidoreductase_c0,NAD_c0 + 2_Phenyl_1_3_propanediol_monocarbamate_c0 <=> NADH_c0 + H_c0 + 3_Carbamoyl_2_phenylpropionaldehyde_c0,From ModelSEED
rxn05201_c0,TRANS_RXNBWI_115572cemaizeexpHYPOXANTHINE_c0,H_e0 + HYXN_e0 <=> H_c0 + HYXN_c0,From ModelSEED
rxn09449_c0,acyl_coenzyme_A_ligase_c0,ATP_c0 + CoA_c0 + ocdca_c0 --> PPi_c0 + AMP_c0 + H_c0 + strcoa_c0,From ModelSEED
rxn03002_c0,S_Methyl_3_phospho_1_thio_D_glycerate_phosphohydrolase_c0,H2O_c0 + S_Methyl_3_phospho_1_thio_D_glycerate_c0 <=> Phosphate_c0 + H_c0 + S_Methyl_1_thio_D_glycerate_c0,From ModelSEED
rxn00314_c0,N2_D_1_carboxylethyl_L_lysine_NADP_oxidoreductase_L_lysine_forming_c0,H2O_c0 + NADP_c0 + Lysopine_c0 <=> NADPH_c0 + Pyruvate_c0 + L_Lysine_c0 + H_c0,From ModelSEED
rxn05538_c0,Dipeptide_transport_via_ABC_system_gly_pro_L_c0,H2O_c0 + ATP_c0 + gly_pro_L_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + gly_pro_L_c0,From ModelSEED
rxn05616_c0,TRANS_RXN_141ce_c0,Mg_c0 <=> Mg_e0,From ModelSEED
rxn01507_c0,2_Deoxyadenosine_5_monophosphate_phosphohydrolase_c0,H2O_c0 + dAMP_c0 --> Phosphate_c0 + Deoxyadenosine_c0,From ModelSEED
rxn01790_c0,R_Pantoate_NADP_2_oxidoreductase_c0,NADP_c0 + Pantoate_c0 <=> NADPH_c0 + H_c0 + 2_Dehydropantoate_c0,From ModelSEED
rxn00077_c0,ATP_NAD_2_phosphotransferase_c0,ATP_c0 + NAD_c0 <=> NADP_c0 + ADP_c0 + H_c0,From ModelSEED
rxn01388_c0,isocitrate_hydro_lyase_cis_aconitate_forming_c0,Isocitrate_c0 <=> H2O_c0 + cis_Aconitate_c0,From ModelSEED
rxn02391_c0,Lysolecithin_2_3_acylmutase_c0,3_Lysolecithin_c0 <=> 2_Lysolecithin_c0,From ModelSEED
rxn02897_c0,Nicotinate_nucleotide_dimethylbenzimidazole_phospho_D_ribosyltransferase_c0,Nicotinate_ribonucleotide_c0 + Dimethylbenzimidazole_c0 <=> H_c0 + Niacin_c0 + alpha_Ribazole_5_phosphate_c0,From ModelSEED
rxn05126_c0,R07417_c0,H2O_c0 + NAD_c0 + gamma_glutamyl_gamma_butyraldehyde_c0 --> NADH_c0 + 2.0 H_c0 + gamma_Glutamyl_GABA_c0,From ModelSEED
rxn01406_c0,S_adenosylmethioninamine_putrescine_3_aminopropyltransferase_c0,Putrescine_c0 + S_Adenosylmethioninamine_c0 --> H_c0 + 5_Methylthioadenosine_c0 + Spermidine_c0,From ModelSEED
rxn01919_c0,Gentisate_oxygen_1_2_oxidoreductase_decyclizing_c0,O2_c0 + Gentisate_c0 <=> H_c0 + Maleylpyruvate_c0,From ModelSEED
rxn05249_c0,FACOAL150ISO_c0,ATP_c0 + CoA_c0 + fa3_c0 --> PPi_c0 + AMP_c0 + fa3coa_c0,From ModelSEED
rxn02056_c0,S_Adenosyl_L_methionine_uroporphyrin_III_C_methyltransferase_c0,2.0 H_c0 + Siroheme_c0 <=> Sirohydrochlorin_c0 + Fe2_c0,From ModelSEED
rxn10043_c0,cytochrome_c_oxidase_He___2_c0,0.5 O2_c0 + 6.0 H_c0 + 2.0 Cytochrome_c2_c0 <=> H2O_c0 + 4.0 H_e0 + 2.0 Cytochrome_c3_c0,From ModelSEED
rxn04047_c0,R05809_c0,S_Adenosyl_L_methionine_c0 + Cobalt_precorrin_3_c0 <=> S_Adenosyl_homocysteine_c0 + Cobalt_precorrin_4_c0,From ModelSEED
rxn10223_c0,isopentadecanoyl_phosphatidate_cytidylyltransferase_c0,CTP_c0 + 1_2_diisopentadecanoyl_sn_glycerol_3_phosphate_c0 <=> PPi_c0 + H_c0 + CDP_1_2_diisopentadecanoylglycerol_c0,From ModelSEED
rxn00742_c0,L_cystathionine_cysteine_lyase_deaminating_2_oxobutanoate_forming_c0,H2O_c0 + Cystathionine_c0 --> NH3_c0 + L_Cysteine_c0 + 2_Oxobutyrate_c0,From ModelSEED
rxn04658_c0,RXN_5183c_c0,NADPH_c0 + H_c0 + N2_Acetyl_L_aminoadipyl_delta_phosphate_c0 --> NADP_c0 + Phosphate_c0 + N2_Acetyl_L_aminoadipate_semialdehyde_c0,From ModelSEED
rxn02596_c0,R03634_c0,H2O_c0 + Stachyose_c0 --> Galactose_c0 + Melitose_c0,From ModelSEED
rxn00991_c0,S_3_hydroxy_3_methylglutaryl_CoA_acetoacetate_lyase_acetyl_CoA_forming_c0,HMG_CoA_c0 <=> Acetyl_CoA_c0 + Acetoacetate_c0,From ModelSEED
rxn10260_c0,anteisoheptadecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase_c0,Glycerol_3_phosphate_c0 + CDP_1_2_dianteisoheptadecanoylglycerol_c0 <=> CMP_c0 + Dianteisoheptadecanoylphosphatidylglycerophosphate_c0,From ModelSEED
rxn03915_c0,2_formylbenzoate_NAD_oxidoreductase_c0,H2O_c0 + NAD_c0 + o_Formylbenzoic_acid_c0 <=> NADH_c0 + 2.0 H_c0 + Phthalate_c0,From ModelSEED
rxn03242_c0,S_3_hydroxydodecanoyl_CoA_NAD_oxidoreductase_c0,NAD_c0 + S_3_Hydroxydodecanoyl_CoA_c0 <=> NADH_c0 + H_c0 + 3_Oxododecanoyl_CoA_c0,From ModelSEED
rxn00541_c0,L_threonine_acetaldehyde_lyase_glycine_forming_c0,L_Threonine_c0 <=> Glycine_c0 + Acetaldehyde_c0,From ModelSEED
rxn03075_c0,ATP_4_methyl_5_2_hydroxyethyl_thiazole_2_phosphotransferase_c0,ATP_c0 + 4_Methyl_5__2_hydroxyethyl_thiazole_c0 <=> ADP_c0 + H_c0 + 4_Methyl_5__2_phosphoethyl_thiazole_c0,From ModelSEED
rxn01368_c0,Cytidine_aminohydrolase_c0,H2O_c0 + H_c0 + Cytidine_c0 --> NH3_c0 + Uridine_c0,From ModelSEED
rxn01480_c0,3_Hydroxy_2_methylpropanoate_NAD_oxidoreductase_c0,NAD_c0 + 3_Hydroxyisobutyrate_c0 <=> NADH_c0 + H_c0 + 3_Oxo_2_methylpropanoate_c0,From ModelSEED
rxn09199_c0,Phosphatidylserine_decarboxylase_n_C14_1_c0,2.0 H_c0 + phosphatidylserine_ditetradec_7_enoyl_c0 <=> CO2_c0 + phosphatidylethanolamine_ditetradec_7_enoyl_c0,From ModelSEED
rxn05939_c0,2_oxoglutarate_synthase_rev_c0,CO2_c0 + H_c0 + Succinyl_CoA_c0 + 2.0 Reducedferredoxin_c0 <=> CoA_c0 + 2_Oxoglutarate_c0 + 2.0 Oxidizedferredoxin_c0,From ModelSEED
rxn09109_c0,Phosphatidylglycerol_synthase_n_C14_0_c0,Glycerol_3_phosphate_c0 + CDP_1_2_ditetradecanoylglycerol_c0 <=> CMP_c0 + Phosphatidylglycerophosphate_ditetradecanoyl_c0,From ModelSEED
rxn00141_c0,S_Adenosyl_L_homocysteine_hydrolase_c0,H2O_c0 + S_Adenosyl_homocysteine_c0 <=> Homocysteine_c0 + Adenosine_c0,From ModelSEED
rxn02003_c0,dTDP_6_deoxy_L_mannose_NADP_4_oxidoreductase_c0,NADP_c0 + dTDP_rhamnose_c0 <=> NADPH_c0 + H_c0 + dTDP_4_oxo_L_rhamnose_c0,From ModelSEED
rxn07056_c0,R06134_c0,H2O_c0 + Amide_c0 <=> NH3_c0 + Carboxylic_acid_c0,From ModelSEED
rxn14294_c0,2E_6E_farnesyl_diphosphate_lyase_3E_6E_alpha_farnesene_forming_c0,Farnesyldiphosphate_c0 <=> PPi_c0 + H_c0 + alpha_Farnesene_c0,From ModelSEED
rxn00186_c0,5_oxo_L_proline_amidohydrolase_ATP_hydrolysing_c0,2.0 H2O_c0 + ATP_c0 + 5_Oxoproline_c0 --> ADP_c0 + Phosphate_c0 + L_Glutamate_c0 + H_c0,From ModelSEED
rxn08558_c0,anaerobic_glycerol_3_phosphate_dehydrogenase_c0,Glycerol_3_phosphate_c0 + 2_Demethylmenaquinone_8_c0 --> Glycerone_phosphate_c0 + 2_Demethylmenaquinol_8_c0,From ModelSEED
rxn01241_c0,Dihydrolipoamide_NAD_oxidoreductase_c0,NAD_c0 + Dihydrolipoamide_c0 <=> NADH_c0 + H_c0 + Lipoamide_c0,From ModelSEED
rxn00859_c0,L_Histidinol_NAD_oxidoreductase_c0,H2O_c0 + 2.0 NAD_c0 + L_Histidinol_c0 <=> 2.0 NADH_c0 + 3.0 H_c0 + L_Histidine_c0,From ModelSEED
rxn00438_c0,ATP_thiamin_phosphate_phosphotransferase_c0,ATP_c0 + H_c0 + Thiamine_phosphate_c0 <=> ADP_c0 + TPP_c0,From ModelSEED
rxn04744_c0,R06935_c0,H2O_c0 + NAD_c0 + 4_Hydroxymethylsalicylaldehyde_c0 <=> NADH_c0 + 2.0 H_c0 + 4_Hydroxymethylsalicylate_c0,From ModelSEED
rxn00288_c0,Succinate_acceptor_oxidoreductase_c0,Fumarate_c0 + FADH2_c0 --> FAD_c0 + Succinate_c0 + H_c0,From ModelSEED
rxn02185_c0,2_Acetolactate_pyruvate_lyase_carboxylating_c0,TPP_c0 + ALCTT_c0 <=> Pyruvate_c0 + 2_Hydroxyethyl_ThPP_c0,From ModelSEED
rxn00763_c0,Glycerol_NAD_oxidoreductase_c0,NAD_c0 + Glycerol_c0 <=> NADH_c0 + H_c0 + D_Glyceraldehyde_c0,From ModelSEED
rxn02473_c0,D_erythro_1_Imidazol_4_ylglycerol_3_phosphate_hydro_lyase_c0,D_erythro_imidazol_glycerol_phosphate_c0 --> H2O_c0 + imidazole_acetol_phosphate_c0,From ModelSEED
rxn10174_c0,maltohexaose_transport_via_ABC_system_periplasm_c0,H2O_c0 + ATP_c0 + Maltohexaose_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Maltohexaose_c0,From ModelSEED
rxn06060_c0,Thiosulfate_thiol_sulfurtransferase_c0,2.0 GSH_c0 + H2S2O3_c0 <=> H_c0 + Sulfite_c0 + Oxidized_glutathione_c0 + H2S_c0,From ModelSEED
rxn08656_c0,Glycolate_oxidase_c0,Glycolate_c0 + Menaquinone_8_c0 --> Glyoxalate_c0 + Menaquinol_8_c0,From ModelSEED
rxn01434_c0,L_Citrulline_L_aspartate_ligase_AMP_forming_c0,ATP_c0 + L_Aspartate_c0 + Citrulline_c0 <=> PPi_c0 + AMP_c0 + 2.0 H_c0 + L_Argininosuccinate_c0,From ModelSEED
rxn00912_c0,5_10_Methylenetetrahydrofolate_3_methyl_2_oxobutanoate_hydroxymethyltransferase_c0,H2O_c0 + 3_Methyl_2_oxobutanoate_c0 + 5_10_Methylenetetrahydrofolate_c0 <=> Tetrahydrofolate_c0 + 2_Dehydropantoate_c0,From ModelSEED
rxn07589_c0,S_adenosyl_L_methionine_precorrin_7_C15_methyltransferase_C_12_decarboxylating_c0,S_Adenosyl_L_methionine_c0 + Cobalt_precorrin_7_c0 <=> CO2_c0 + S_Adenosyl_homocysteine_c0 + Cobalt_precorrin_8_c0,From ModelSEED
rxn03512_c0,Precorrin_8X_11_12_methylmutase_c0,3.0 H_c0 + Precorrin_8_c0 <=> Hydrogenobyrinate_c0,From ModelSEED
rxn09979_c0,beta_glucosidase_c0,H2O_c0 + beta_Methylglucoside_c0 <=> D_Glucose_c0 + Methanol_c0,From ModelSEED
rxn03188_c0,3_Ureidoisobutyrate_amidohydrolase_c0,H2O_c0 + 2.0 H_c0 + 3_Ureidoisobutyrate_c0 --> CO2_c0 + NH3_c0 + 3_Aminoisobutanoate_c0,From ModelSEED
rxn12849_c0,Gly_Leu_ABC_transporters_c0,H2O_c0 + ATP_c0 + Gly_Leu_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Gly_Leu_c0,From ModelSEED
rxn05179_c0,nonpolar_amino_acid_transporting_ATPase_c0,H2O_c0 + ATP_c0 + L_Isoleucine_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + L_Isoleucine_c0,From ModelSEED
rxn10259_c0,isoheptadecanoyl_CDPdiacylglycerol_sn_glycerol_3_phosphate_3_phosphatidyltransferase_c0,Glycerol_3_phosphate_c0 + CDP_1_2_diisoheptadecanoylglycerol_c0 <=> CMP_c0 + Diisoheptadecanoylphosphatidylglycerophosphate_c0,From ModelSEED
rxn01602_c0,dihydrofolate_NADP_oxidoreductase_c0,NADP_c0 + Dihydrofolate_c0 <=> NADPH_c0 + H_c0 + Folate_c0,From ModelSEED
rxn03068_c0,R_2_3_Dihydroxy_3_methylbutanoate_NADP_oxidoreductase_isomerizing_c0,NADP_c0 + 2_3_Dihydroxy_isovalerate_c0 <=> NADPH_c0 + H_c0 + 2_Oxo_3_hydroxyisovalerate_c0,From ModelSEED
rxn05223_c0,Biotin_ABC_transporter_c0,H2O_c0 + ATP_c0 + BIOT_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + BIOT_c0,From ModelSEED
rxn00794_c0,Biotin_amide_amidohydrolase_c0,H2O_c0 + Biotin_amide_c0 <=> NH3_c0 + BIOT_c0,From ModelSEED
rxn03241_c0,S_3_Hydroxytetradecanoyl_CoA_hydro_lyase_c0,S_3_Hydroxytetradecanoyl_CoA_c0 <=> H2O_c0 + 2E_Tetradecenoyl_CoA_c0,From ModelSEED
rxn01521_c0,2_Deoxyuridine_5_monophosphate_phosphohydrolase_c0,H2O_c0 + dUMP_c0 --> Phosphate_c0 + Deoxyuridine_c0,From ModelSEED
rxn12636_c0,methionyl_aminopeptidase_c0,H2O_c0 + H_c0 + met_L_ala_L_c0 <=> L_Alanine_c0 + L_Methionine_c0,From ModelSEED
rxn05144_c0,Pyridoxal_5_phosphate_synthase_c0,L_Glutamine_c0 + Glyceraldehyde3_phosphate_c0 + D_Ribulose5_phosphate_c0 --> 3.0 H2O_c0 + Phosphate_c0 + Pyridoxal_phosphate_c0 + L_Glutamate_c0 + H_c0,From ModelSEED
rxn11759_c0,5_fluorouridine_monophosphate_diphosphate_phospho_alpha_D_ribosyl_transferase_c0,PRPP_c0 + 5_FU_c0 <=> PPi_c0 + 5_Fluorouridine_monophosphate_c0,From ModelSEED
rxn05414_c0,6_methyl_3_oxo_heptanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 6_methyl_3_oxo_heptanoyl_ACP_c0 <=> NADP_c0 + 6_methyl_3_hydroxy_heptanoyl_ACP_c0,From ModelSEED
rxn05596_c0,TRANS_RXNBWI_115525cemaizeexpK_c0,H_e0 + K_c0 <=> H_c0 + K_e0,From ModelSEED
rxn00338_c0,L_aspartate_oxygen_oxidoreductase_c0,O2_c0 + L_Aspartate_c0 --> H2O2_c0 + H_c0 + Iminoaspartate_c0,From ModelSEED
rxn02373_c0,L_glutamate_5_semialdehyde_NADP_5_oxidoreductase_phosphorylating_c0,NADPH_c0 + H_c0 + L_Glutamyl_5_phosphate_c0 --> NADP_c0 + Phosphate_c0 + L_Glutamate5_semialdehyde_c0,From ModelSEED
rxn03839_c0,R05551_c0,H2O_c0 + Acrylamide_c0 --> NH3_c0 + Acrylate_c0,From ModelSEED
rxn00085_c0,L_Glutamate_NADP_oxidoreductase_transaminating_c0,NADP_c0 + 2.0 L_Glutamate_c0 <=> NADPH_c0 + 2_Oxoglutarate_c0 + L_Glutamine_c0 + H_c0,From ModelSEED
rxn00119_c0,ATP_UMP_phosphotransferase_c0,ATP_c0 + H_c0 + UMP_c0 <=> ADP_c0 + UDP_c0,From ModelSEED
rxn00709_c0,ATP_uridine_5_phosphotransferase_c0,ATP_c0 + Uridine_c0 <=> ADP_c0 + H_c0 + UMP_c0,From ModelSEED
rxn11749_c0,5_deoxy_5_fluorocytidine_aminohydrolase_c0,H2O_c0 + H_c0 + 5_Deoxy_5_fluorocytidine_c0 <=> NH3_c0 + Doxifluridine_c0,From ModelSEED
rxn04453_c0,5_hydroxyisourate_amidohydrolase_c0,H2O_c0 + 5_Hydroxyisourate_c0 --> H_c0 + 5_Hydroxy_2_oxo_4_ureido_2_5_dihydro_1H_imidazole_5_carboxylate_c0,From ModelSEED
rxn05468_c0,TRANS_RXNAVI_26568ce_c0,O2_e0 <=> O2_c0,Unknown
rxn09345_c0,Undecaprenyl_diphosphate_synthase_c0,8.0 Isopentenyldiphosphate_c0 + Farnesyldiphosphate_c0 <=> 8.0 PPi_c0 + 8.0 H_c0 + Bactoprenyl_diphosphate_c0,From ModelSEED
rxn01466_c0,Geranyl_diphosphate_isopentenyl_diphosphate_geranyltrans_transferase_c0,Isopentenyldiphosphate_c0 + Geranyldiphosphate_c0 --> PPi_c0 + H_c0 + Farnesyldiphosphate_c0,From ModelSEED
rxn05187_c0,Vitamin_ABC_transport_c0,H2O_c0 + ATP_c0 + Vitamin_B12_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Vitamin_B12_c0,From ModelSEED
rxn03409_c0,Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine__c0,ATP_c0 + NH3_c0 + Undecaprenyl_diphospho_N_acetylmuramoyl__N_acetylglucosamine_L_ala_D_glu_meso_2_6_diaminopimeloyl_D_ala_D_ala_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + Undecaprenyl_diphospho_N_acetylmuramoyl_N_acetylglucosamine_L_alanyl_D_glutaminyl_meso_2_6_diaminopimeloyl_D_alanyl_D_alanine_c0,From ModelSEED
rxn09692_c0,TRANS_RXN_99cp_c0,H_e0 + Choline_e0 <=> H_c0 + Choline_c0,From ModelSEED
rxn01674_c0,dCTP_uridine_5_phosphotransferase_c0,Uridine_c0 + dCTP_c0 <=> H_c0 + UMP_c0 + dCDP_c0,From ModelSEED
rxn00974_c0,citrate_hydro_lyase_cis_aconitate_forming_c0,Citrate_c0 <=> H2O_c0 + cis_Aconitate_c0,From ModelSEED
rxn02962_c0,R04248_c0,H2O2_c0 + Ciliatine_c0 <=> Phosphate_c0 + H_c0 + Aminoethanol_c0,From ModelSEED
rxn01948_c0,5_Hydroxy_L_tryptophan_decarboxy_lyase_c0,H_c0 + 5_Hydroxy_L_tryptophan_c0 <=> CO2_c0 + Serotonin_c0,From ModelSEED
rxn09203_c0,Phosphatidylserine_decarboxylase_n_C18_1_c0,2.0 H_c0 + phosphatidylserine_dioctadec_11_enoyl_c0 <=> CO2_c0 + phosphatidylethanolamine_dioctadec_11_enoyl_c0,From ModelSEED
rxn01679_c0,dUTP_uridine_5_phosphotransferase_c0,Uridine_c0 + dUTP_c0 <=> H_c0 + UMP_c0 + dUDP_c0,From ModelSEED
rxn07842_c0,2_Isopentenyl_diphosphate_ADP_delta2_isopentenyltransferase_c0,ADP_c0 + DMAPP_c0 <=> PPi_c0 + H_c0 + Isopentenyl_ADP_c0,From ModelSEED
rxn00409_c0,ATP_CDP_phosphotransferase_c0,ATP_c0 + CDP_c0 <=> ADP_c0 + CTP_c0,From ModelSEED
rxn02831_c0,O_Succinylbenzoate_CoA_ligase_AMP_forming_c0,ATP_c0 + CoA_c0 + Succinylbenzoate_c0 --> PPi_c0 + AMP_c0 + H_c0 + Succinylbenzoyl_CoA_c0,From ModelSEED
rxn01107_c0,D_Glucono_1_5_lactone_lactonohydrolase_c0,H2O_c0 + Gluconolactone_c0 --> H_c0 + GLCN_c0,From ModelSEED
rxn07885_c0,R08096_c0,H2O_c0 + NAD_c0 + S___Citronellal_c0 <=> NADH_c0 + 2.0 H_c0 + Citronellate_c0,From ModelSEED
rxn05534_c0,Dipeptide_transport_via_ABC_system_gly_glu_c0,H2O_c0 + ATP_c0 + gly_glu_L_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + gly_glu_L_c0,From ModelSEED
rxn00736_c0,methyloxaloacetate_carboxy_lyase_2_oxobutanoate_forming_c0,CO2_c0 + 2_Oxobutyrate_c0 <=> H_c0 + Methyloxaloacetate_c0,From ModelSEED
rxn01258_c0,chorismate_hydroxymutase_c0,Chorismate_c0 <=> Isochorismate_c0,From ModelSEED
rxn03041_c0,5_oxopent_3_ene_1_2_5_tricarboxylate_carboxy_lyase_c0,H_c0 + 5_Carboxy_2_oxohept_3_enedioate_c0 --> CO2_c0 + 2_Hydroxyhepta_2_4_dienedioate_c0,From ModelSEED
rxn00808_c0,ATP_D_galactose_1_phosphotransferase_c0,ATP_c0 + Galactose_c0 <=> ADP_c0 + H_c0 + D_Galactose_1_phosphate_c0,From ModelSEED
rxn10013_c0,acyl_CoA_dehydrogenase_dodecanoyl_CoA_c0,NADH_c0 + H_c0 + 2E_Dodecenoyl_CoA_c0 --> NAD_c0 + Lauroyl_CoA_c0,From ModelSEED
rxn02832_c0,1R_6R_6_hydroxy_2_succinylcyclohexa_2_4_diene_1_carboxylate_hydrolyase_2_succinylbenzoate_forming_c0,SHCHC_c0 --> H2O_c0 + Succinylbenzoate_c0,From ModelSEED
rxn10052_c0,adenylate_kinase_Inorganic_triphosphate_c0,AMP_c0 + Triphosphate_c0 <=> ADP_c0 + PPi_c0,From ModelSEED
rxn04133_c0,R06064_c0,H2O_c0 + 5_Hydroxyisourate_c0 --> CO2_c0 + H_c0 + Allantoin_c0,Unknown
rxn05540_c0,oligopeptide_transporting_ATPase_c0,H2O_c0 + ATP_c0 + Ala_Gln_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + Ala_Gln_c0,From ModelSEED
rxn00193_c0,glutamate_racemase_c0,L_Glutamate_c0 <=> D_Glutamate_c0,From ModelSEED
rxn06760_c0,R04650_c0,Neu5Ac_c0 + GM1_c0 <=> H2O_c0 + GD1a_c0,From ModelSEED
rxn00653_c0,3_aminopropanal_NAD_oxidoreductase_c0,NADH_c0 + 2.0 H_c0 + beta_Alanine_c0 <=> H2O_c0 + NAD_c0 + 3_Aminopropanal_c0,From ModelSEED
rxn03164_c0,UDP_N_acetylmuramoyl_L_alanyl_D_glutamyl_meso_2_6_diaminoheptanedioate_D_alanyl_D_alanine_ligaseADP_forming_c0,ATP_c0 + Ala_Ala_c0 + UDP_N_acetylmuramoyl_L_alanyl_D_gamma_glutamyl_meso_2_6_diaminopimelate_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + UDP_N_acetylmuramoyl_L_alanyl_D_glutamyl_6_carboxy_L_lysyl_D_alanyl__D_alanine_c0,From ModelSEED
rxn05155_c0,ATP_phosphohydrolase_polar_amino_acid_importing_c0,H2O_c0 + ATP_c0 + L_Glutamine_e0 --> ADP_c0 + Phosphate_c0 + L_Glutamine_c0 + H_c0,From ModelSEED
rxn00929_c0,L_Proline_NAD_5_oxidoreductase_c0,NAD_c0 + L_Proline_c0 <=> NADH_c0 + 2.0 H_c0 + 1_Pyrroline_5_carboxylate_c0,From ModelSEED
rxn14264_c0,dimethylallyl_diphosphate_naringenin_8_dimethylallyltransferase_c0,DMAPP_c0 + Naringenin_c0 <=> PPi_c0 + H_c0 + Flavaprenin_c0,From ModelSEED
rxn02166_c0,4_Nitrophenyl_phosphate_phosphohydrolase_c0,H2O_c0 + 4_Nitrophenyl_phosphate_c0 --> Phosphate_c0 + PNP_c0,From ModelSEED
rxn00342_c0,L_Asparagine_amidohydrolase_c0,H2O_c0 + L_Asparagine_c0 --> NH3_c0 + L_Aspartate_c0,From ModelSEED
rxn00256_c0,acetyl_CoA_oxaloacetate_C_acetyltransferase_thioester_hydrolysing_c0,H2O_c0 + Acetyl_CoA_c0 + Oxaloacetate_c0 --> CoA_c0 + H_c0 + Citrate_c0,From ModelSEED
rxn08335_c0,S_dihydroorotate_quinone_oxidoreductase_c0,S_Dihydroorotate_c0 + Ubiquinone_8_c0 --> Orotate_c0 + Ubiquinol_8_c0,From ModelSEED
rxn03004_c0,10_Formyltetrahydrofolate_5_phosphoribosylglycinamide_formyltransferase_c0,10_Formyltetrahydrofolate_c0 + GAR_c0 <=> H_c0 + Tetrahydrofolate_c0 + N_Formyl_GAR_c0,From ModelSEED
rxn10232_c0,isoheptadecanoyl_phosphatidylserine_decarboxylase_c0,2.0 H_c0 + Diisoheptadecanoylphosphatidylserine_c0 <=> CO2_c0 + Diisoheptadecanoylphosphatidylethanolamine_c0,From ModelSEED
rxn00138_c0,deamido_NAD_ammonia_ligase_AMP_forming_c0,ATP_c0 + NH3_c0 + Deamido_NAD_c0 --> NAD_c0 + PPi_c0 + AMP_c0 + 2.0 H_c0,From ModelSEED
rxn05536_c0,Dipeptide_transport_via_ABC_system_met_ala_c0,H2O_c0 + ATP_c0 + met_L_ala_L_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + met_L_ala_L_c0,From ModelSEED
rxn00921_c0,4_hydroxybenzoate_carboxy_lyase_phenol_forming_c0,H_c0 + 4_Hydroxybenzoate_c0 <=> CO2_c0 + Phenol_c0,From ModelSEED
rxn05168_c0,nonpolar_amino_acid_transporting_ATPase_c0,H2O_c0 + ATP_c0 + L_Valine_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + L_Valine_c0,From ModelSEED
rxn01995_c0,S_Methylmalonyl_CoA_hydrolase_c0,H2O_c0 + D_methylmalonyl_CoA_c0 <=> CoA_c0 + H_c0 + Methylmalonate_c0,From ModelSEED
rxn05546_c0,Dipeptide_transport_via_ABC_system_gly_asn_c0,H2O_c0 + ATP_c0 + gly_asn_L_e0 --> ADP_c0 + Phosphate_c0 + H_c0 + gly_asn_L_c0,From ModelSEED
rxn05054_c0,adenosylcobyric_acid_R_1_aminopropan_2_ol_ligase_ADP_forming_c0,ATP_c0 + 1_Aminopropan_2_ol_c0 + Adenosylcobyric_acid_c0 --> ADP_c0 + Phosphate_c0 + H_c0 + Adenosyl_cobinamide_c0,From ModelSEED
rxn02167_c0,S_3_Hydroxybutanoyl_CoA_hydro_lyase_c0,S_3_Hydroxybutyryl_CoA_c0 <=> H2O_c0 + Crotonyl_CoA_c0,From ModelSEED
rxn05368_c0,8_methyl_3_oxo_decanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 8_methyl_3_oxo_decanoyl_ACP_c0 <=> NADP_c0 + 8_methyl_3_hydroxy_decanoyl_ACP_c0,From ModelSEED
rxn10770_c0,R08557_c0,NAD_c0 + Choline_c0 <=> NADH_c0 + H_c0 + Betaine_aldehyde_c0,From ModelSEED
rxn00231_c0,Acetamide_amidohydrolase_c0,H2O_c0 + Acetamide_c0 --> NH3_c0 + Acetate_c0,From ModelSEED
rxn05360_c0,4_methyl_3_oxo_hexanoyl_ACP_NADP_oxidoreductase_c0,NADPH_c0 + H_c0 + 4_methyl_3_oxo_hexanoyl_ACP_c0 <=> NADP_c0 + 4_methyl_3_hydroxy_hexanoyl_ACP_c0,From ModelSEED
rxn00897_c0,N_acetyl_D_glucosamine_2_epimerase_c0,N_Acetyl_D_glucosamine_c0 <=> N_Acetyl_D_mannosamine_c0,From ModelSEED
rxn01485_c0,D_Glucosamine_1_phosphate_1_6_phosphomutase_c0,D_Glucosamine1_phosphate_c0 <=> D_Glucosamine_phosphate_c0,From ModelSEED
rxn05206_c0,TRANS_RXN_187ce_c0,K_e0 --> K_c0,From ModelSEED
rxn02190_c0,5_6_Dihydrothymine_amidohydrolase_c0,H2O_c0 + Dihydrothymine_c0 --> H_c0 + 3_Ureidoisobutyrate_c0,From ModelSEED
